Site,sex,Total ,A-,Aa,aa,C-,Cc,cc,B-,bb,latitude,longitude,decimalLatitude,decimalLongitude,collector,dataset
1,m,23,23,0,0,0,0,23,0,23,6.06N,100.23E,6.100,100.383,dass,Smith field notes
1,f,20,20,0,0,0,0,20,0,20,6.06N,100.23E,6.100,100.383,dass,Smith field notes
2,m,10,0,0,10,0,0,10,0,10,2.31N,101.48E,2.517,101.800,dass,Smith field notes
2,f,6,0,0,6,0,0,6,0,6,2.31N,101.48E,2.517,101.800,dass,Smith field notes
3,m,107,19,29,59,1,4,102,7,100,0.18N,32.34E,0.300,32.567,dass/ijg,Smith field notes
3,f,104,36,35,33,3,3,98,23,81,0.18N,32.34E,0.300,32.567,dass/ijg,Smith field notes
3,m,26,6,9,11,3,2,21,11,15,0.18N,32.34E,0.300,32.567,fj,Smith field notes
3,f,13,6,5,2,3,4,6,6,7,0.18N,32.34E,0.300,32.567,fj,Smith field notes
4,m,68,62,6,0,0,0,68,62,6,11.40S,43.16E,-11.667,43.267,dass,Smith field notes
4,f,25,24,1,0,0,0,25,23,2,11.40S,43.16E,-11.667,43.267,dass,Smith field notes
4,m,16,15,1,0,0,1,15,15,1,11.40S,43.16E,-11.667,43.267,dass,Smith field notes
4,f,19,19,0,0,0,0,19,17,2,11.40S,43.16E,-11.667,43.267,dass,Smith field notes
5,m,13,13,0,0,0,0,13,13,0,21.15S,55.30E,-21.250,55.500,dass,Smith field notes
5,m,2,2,0,0,0,0,2,2,0,21.15S,55.30E,-21.250,55.500,oumnh,Smith field notes
5,f,11,11,0,0,0,0,11,11,0,21.15S,55.30E,-21.250,55.500,dass,Smith field notes
5,m,5,5,0,0,0,0,5,3,2,21.15S,55.30E,-21.250,55.500,mnhnp,Smith field notes
5,f,8,8,0,0,0,0,8,5,3,21.15S,55.30E,-21.250,55.500,mnhnp,Smith field notes
5,mf,3,3,NA,0,0,NA,3,NA,NA,21.15S,55.30E,-21.250,55.500,nhmukr,Smith field notes
6,m,20,16,3,1,14,6,0,0,20,1.17S,36.50E,-1.283,36.833,dass,Smith field notes
6,f,25,23,1,1,23,2,0,0,25,1.17S,36.50E,-1.283,36.833,dass,Smith field notes
7,m,12,0,3,9,0,0,12,0,12,16.54N,25.00W,16.900,-25.000,dass,Smith field notes
7,f,15,2,5,8,0,0,15,0,15,16.54N,25.00W,16.900,-25.000,dass,Smith field notes
8,m,3,1,1,1,2,1,0,0,3,3.00N,35.00E,3.000,35.000,dass,Smith field notes
8,f,5,4,1,0,1,0,4,1,4,3.00N,35.00E,3.000,35.000,dass,Smith field notes
9,m,14,0,0,14,0,0,14,2,12,5.10N,1.13W,5.167,-1.217,fa,Smith field notes
9,f,6,0,0,6,0,0,6,0,6,5.10N,1.13W,5.167,-1.217,fa,Smith field notes
10,m,33,30,3,0,13,11,9,20,13,6.51S,39.16E,-6.850,39.267,dass,Smith field notes
10,f,17,17,0,0,9,4,4,11,6,6.51S,39.16E,-6.850,39.267,dass,Smith field notes
10,m,45,43,2,0,36,7,2,14,31,6.51S,39.16E,-6.850,39.267,dass,Smith field notes
10,f,16,16,0,0,9,3,4,7,9,6.51S,39.16E,-6.850,39.267,dass,Smith field notes
11,m,7,7,0,0,0,0,7,7,0,15.31S,28.20E,-15.517,28.333,dass,Smith field notes
11,f,6,6,0,0,0,0,6,6,0,15.31S,28.20E,-15.517,28.333,dass,Smith field notes
12,m,8,8,0,0,0,0,8,0,8,23.37N,58.38E,23.617,58.633,dass,Smith field notes
12,f,5,5,0,0,0,0,5,0,5,23.37N,58.38E,23.617,58.633,dass,Smith field notes
13,m,27,24,2,1,5,4,18,0,27,17.00N,54.04E,17.000,54.067,dass,Smith field notes
13,f,14,14,0,0,2,6,6,0,14,17.00N,54.04E,17.000,54.067,dass,Smith field notes
13,m,6,6,0,0,1,0,5,0,6,17.00N,54.04E,17.000,54.067,dass,Smith field notes
13,f,1,1,0,0,1,0,0,0,1,17.00N,54.04E,17.000,54.067,dass,Smith field notes
13,m,14,10,3,1,7,1,6,0,14,17.00N,54.04E,17.000,54.067,dass,Smith field notes
13,f,10,10,0,0,5,0,5,0,10,17.00N,54.04E,17.000,54.067,dass,Smith field notes
14,m,24,22,1,1,22,1,1,0,24,3.49S,39.48E,-3.817,39.800,dass,Smith field notes
14,f,7,6,1,0,5,1,1,0,7,3.49S,39.48E,-3.817,39.800,dass,Smith field notes
15,m,3,2,1,0,3,0,0,0,3,2.60S,32.15E,-3.000,32.250,dass,Smith field notes
15,f,2,2,0,0,2,0,0,0,2,2.60S,32.15E,-3.000,32.250,dass,Smith field notes
16,m,9,8,1,0,9,0,0,0,9,3.18S,40.01E,-3.300,40.017,dass,Smith field notes
16,f,4,4,0,0,4,0,0,0,4,3.18S,40.01E,-3.300,40.017,dass,Smith field notes
17,m,2,2,0,0,2,0,0,0,2,3.04S,38.42E,-3.067,38.700,dass/ijg,Smith field notes
17,f,1,1,0,0,1,0,0,0,1,3.04S,38.42E,-3.067,38.700,dass/ijg,Smith field notes
17,m,37,35,0,2,34,3,0,1,36,3.04S,38.42E,-3.067,38.700,nkl,Smith field notes
17,f,14,14,0,0,10,4,0,1,13,3.04S,38.42E,-3.067,38.700,nkl,Smith field notes
18,m,1,1,0,0,0,0,1,0,1,5.00N,74.00E,5.000,74.000,dass/ijg,Smith field notes
19,m,4,4,0,0,3,0,1,1,3,5.09S,38.36E,-5.150,38.600,dass/ijg,Smith field notes
19,f,7,7,0,0,7,0,0,0,7,5.09S,38.36E,-5.150,38.600,dass/ijg,Smith field notes
20,f,8,6,1,1,2,5,1,0,8,1.18S,36.51E,-1.300,36.850,dass/kso,Smith field notes
20,m,9,7,1,1,7,0,2,2,7,1.18S,36.51E,-1.300,36.850,dass/kso,Smith field notes
20,f,55,51,4,0,31,20,4,3,52,1.18S,36.51E,-1.300,36.850,dass/kso,Smith field notes
20,f,21,18,1,2,9,9,3,1,20,1.18S,36.51E,-1.300,36.850,dass/kso,Smith field notes
20,f,16,14,2,0,13,2,1,0,16,1.18S,36.51E,-1.300,36.850,dass/kso,Smith field notes
20,f,23,19,3,1,9,11,3,0,23,1.18S,36.51E,-1.300,36.850,dass/kso,Smith field notes
20,f,6,6,0,0,6,0,0,0,6,1.18S,36.51E,-1.300,36.850,dass/kso,Smith field notes
21,m,257,217,35,5,213,35,9,1,256,3.00N,36.00E,3.000,36.000,dm/sc,Smith field notes
21,f,6,5,1,0,4,2,0,0,6,3.00N,36.00E,3.000,36.000,dm/sc,Smith field notes
21,m,138,128,9,1,124,12,2,1,137,3.00N,36.00E,3.000,36.000,dm/sc,Smith field notes
21,f,12,11,0,1,12,0,0,0,12,3.00N,36.00E,3.000,36.000,dm/sc,Smith field notes
22,m,49,42,5,2,42,3,4,1,48,0.01N,37.05E,0.017,37.083,ijg,Smith field notes
22,f,26,25,1,0,24,1,1,0,26,0.01N,37.05E,0.017,37.083,ijg,Smith field notes
23,m,13,12,1,0,12,1,0,0,13,0.01N,37.15E,0.017,37.250,dm,Smith field notes
23,f,37,37,0,0,31,6,0,0,37,0.01N,37.15E,0.017,37.250,dm,Smith field notes
24,m,1,0,1,0,0,0,1,1,0,28.80N,17.45W,29.333,-17.750,dass/dfo,Smith field notes
25,m,1,1,0,0,0,0,1,0,1,28.10N,17.20W,28.167,-17.333,dass,Smith field notes
25,m,1,1,0,0,0,0,1,0,1,28.10N,17.20W,28.167,-17.333,mnhnp,Smith field notes
26,m,12,12,0,0,0,0,12,10,2,28.20N,14.00W,28.333,-14.000,dfo,Smith field notes
26,f,6,5,1,0,0,0,6,3,3,28.20N,14.00W,28.333,-14.000,dfo,Smith field notes
26,m,10,9,1,0,0,0,10,4,6,28.20N,14.00W,28.333,-14.000,dass,Smith field notes
26,f,13,12,1,0,0,0,13,9,4,28.20N,14.00W,28.333,-14.000,dass,Smith field notes
26,m,6,5,1,0,0,0,6,6,0,28.20N,14.00W,28.333,-14.000,dass,Smith field notes
26,f,8,8,0,0,0,0,8,8,0,28.20N,14.00W,28.333,-14.000,dass,Smith field notes
26,m,24,23,1,0,0,0,24,20,4,28.20N,14.00W,28.333,-14.000,dass,Smith field notes
26,f,23,23,0,0,0,0,23,21,2,28.20N,14.00W,28.333,-14.000,dass,Smith field notes
27,m,23,22,1,0,19,4,0,0,23,4.04S,39.40E,-4.067,39.667,ijg,Smith field notes
27,f,20,20,0,0,14,6,0,0,20,4.04S,39.40E,-4.067,39.667,ijg,Smith field notes
28,m,4,4,0,0,0,0,4,0,4,7.00S,80.00E,-7.000,80.000,dass,Smith field notes
28,f,1,1,0,0,0,0,1,0,1,7.00S,80.00E,-7.000,80.000,dass,Smith field notes
29,m,5,3,2,0,4,1,0,1,4,1.10S,36.49E,-1.167,36.817,dass,Smith field notes
29,f,12,7,3,2,7,1,4,3,9,1.10S,36.49E,-1.167,36.817,dass,Smith field notes
30,m,3,3,0,0,3,0,0,0,3,0,37.40E,0.000,37.667,dass,Smith field notes
30,f,4,4,0,0,4,0,0,0,4,0,37.40E,0.000,37.667,dass,Smith field notes
31,m,61,48,NA,13,2,NA,59,41,20,0.12S,29.57E,-0.200,29.950,nkl,Smith field notes
31,f,36,21,NA,15,2,NA,34,33,3,0.12S,29.57E,-0.200,29.950,nkl,Smith field notes
32,m,22,20,NA,2,22,NA,0,5,17,3.04S,38.42E,-3.067,38.700,nkl,Smith field notes
32,f,18,16,NA,2,17,NA,1,2,16,3.04S,38.42E,-3.067,38.700,nkl,Smith field notes
33,m,2,0,1,1,0,1,1,0,2,15.33N,32.32E,15.550,32.533,mnhnp,OUMNH MNHUP NRHS MRACT
33,f,7,2,4,1,0,4,3,0,7,15.33N,32.32E,15.550,32.533,mnhnp,OUMNH MNHUP NRHS MRACT
33,m,61,6,34,21,0,0,61,11,50,15.33N,32.32E,15.550,32.533,oumnh,OUMNH MNHUP NRHS MRACT
33,f,37,2,18,17,0,0,37,4,33,15.33N,32.32E,15.550,32.533,oumnh,OUMNH MNHUP NRHS MRACT
34,m,1,1,0,0,0,0,1,1,0,2.23N,128.07E,2.383,128.117,oumnh,OUMNH MNHUP NRHS MRACT
35,m,23,23,0,0,0,0,23,23,0,8.50S,13.15E,-8.833,13.250,oumnh,OUMNH MNHUP NRHS MRACT
35,f,11,11,0,0,0,0,11,11,0,8.50S,13.15E,-8.833,13.250,oumnh,OUMNH MNHUP NRHS MRACT
36,m,2,2,0,0,0,0,2,0,2,34.34N,69.12E,34.567,69.200,oumnh,OUMNH MNHUP NRHS MRACT
36,f,3,3,0,0,0,0,3,0,3,34.34N,69.12E,34.567,69.200,oumnh,OUMNH MNHUP NRHS MRACT
38,m,2,2,0,0,0,0,2,2,0,24.45S,25.55E,-24.750,25.917,oumnh,OUMNH MNHUP NRHS MRACT
39,m,25,25,0,0,0,0,25,0,25,21.57N,96.04E,21.950,96.067,oumnh,OUMNH MNHUP NRHS MRACT
39,f,7,7,0,0,0,0,7,0,7,21.57N,96.04E,21.950,96.067,oumnh,OUMNH MNHUP NRHS MRACT
40,m,3,3,0,0,0,0,3,0,3,16.47N,96.10E,16.783,96.167,mnhnp,OUMNH MNHUP NRHS MRACT
40,f,1,1,0,0,0,0,1,1,0,16.47N,96.10E,16.783,96.167,oumnh,OUMNH MNHUP NRHS MRACT
40,m,1,1,0,0,0,0,1,0,1,16.47N,96.10E,16.783,96.167,nhrs,OUMNH MNHUP NRHS MRACT
40,f,1,1,0,0,0,0,1,0,1,16.47N,96.10E,16.783,96.167,nhrs,OUMNH MNHUP NRHS MRACT
42,m,24,24,0,0,0,0,24,0,24,22.20N,114.15E,22.333,114.250,oumnh,OUMNH MNHUP NRHS MRACT
42,f,12,12,0,0,0,0,12,0,12,22.20N,114.15E,22.333,114.250,oumnh,OUMNH MNHUP NRHS MRACT
42,m,8,8,0,0,0,0,8,0,8,22.20N,114.15E,22.333,114.250,mnhnp,OUMNH MNHUP NRHS MRACT
42,f,3,3,0,0,0,0,3,0,3,22.20N,114.15E,22.333,114.250,mnhnp,OUMNH MNHUP NRHS MRACT
43,m,3,2,1,0,0,0,3,2,1,35.09N,33.21E,35.150,33.350,oumnh,OUMNH MNHUP NRHS MRACT
43,f,1,1,0,0,0,0,1,1,0,35.09N,33.21E,35.150,33.350,oumnh,OUMNH MNHUP NRHS MRACT
44,m,17,0,3,14,0,0,17,6,11,4.04N,9.43E,4.067,9.717,oumnh,OUMNH MNHUP NRHS MRACT
44,f,10,0,1,9,0,0,10,1,9,4.04N,9.43E,4.067,9.717,oumnh,OUMNH MNHUP NRHS MRACT
44,m,28,0,0,28,0,0,28,4,24,4.04N,9.43E,4.067,9.717,mnhnp,OUMNH MNHUP NRHS MRACT
44,f,9,0,0,9,0,0,9,0,9,4.04N,9.43E,4.067,9.717,mnhnp,OUMNH MNHUP NRHS MRACT
44,m,17,0,2,15,0,0,17,4,13,4.04N,9.43E,4.067,9.717,nhrs,OUMNH MNHUP NRHS MRACT
44,f,15,0,0,15,0,0,15,3,12,4.04N,9.43E,4.067,9.717,nhrs,OUMNH MNHUP NRHS MRACT
44,m,2,0,0,2,0,0,2,0,2,4.04N,9.43E,4.067,9.717,mract,OUMNH MNHUP NRHS MRACT
45,m,1,1,0,0,0,0,1,1,0,4.14S,15.14E,-4.233,15.233,oumnh,OUMNH MNHUP NRHS MRACT
45,f,2,0,0,2,0,0,2,0,2,4.14S,15.14E,-4.233,15.233,mract,OUMNH MNHUP NRHS MRACT
46,m,3,2,1,0,0,0,3,3,0,11.40S,43.16E,-11.667,43.267,oumnh,OUMNH MNHUP NRHS MRACT
46,f,6,5,1,0,0,0,6,5,1,11.40S,43.16E,-11.667,43.267,oumnh,OUMNH MNHUP NRHS MRACT
47,m,2,0,0,2,0,0,2,2,0,28.41N,17.46W,28.683,-17.767,oumnh,OUMNH MNHUP NRHS MRACT
47,f,1,0,0,1,0,0,1,1,0,28.41N,17.46W,28.683,-17.767,oumnh,OUMNH MNHUP NRHS MRACT
48,m,1,0,1,0,0,0,1,1,0,28.08N,15.27W,28.133,-15.450,oumnh,OUMNH MNHUP NRHS MRACT
47-48,mf,11,8,NA,3,0,NA,11,NA,NA,28.08N,15.27W,28.133,-15.450,nhmukr,OUMNH MNHUP NRHS MRACT
49,m,6,0,0,6,0,0,6,1,5,6.30N,2.47E,6.500,2.783,oumnh,OUMNH MNHUP NRHS MRACT
49,f,1,0,0,1,0,0,1,0,1,6.30N,2.47E,6.500,2.783,oumnh,OUMNH MNHUP NRHS MRACT
49,m,106,0,0,106,0,0,106,10,96,6.30N,2.47E,6.500,2.783,mnhnp,OUMNH MNHUP NRHS MRACT
49,f,30,0,0,30,0,0,30,2,28,6.30N,2.47E,6.500,2.783,mnhnp,OUMNH MNHUP NRHS MRACT
50,m,18,13,4,1,0,0,18,10,8,30.03N,31.15E,30.050,31.250,oumnh,OUMNH MNHUP NRHS MRACT
50,f,13,13,0,0,0,0,13,12,1,30.03N,31.15E,30.050,31.250,oumnh,OUMNH MNHUP NRHS MRACT
50,m,1,1,0,0,0,0,1,0,1,30.03N,31.15E,30.050,31.250,mnhnp,OUMNH MNHUP NRHS MRACT
50,mf,15,15,NA,0,0,NA,15,NA,NA,30.03N,31.15E,30.050,31.250,nhmukr,OUMNH MNHUP NRHS MRACT
51,m,48,20,10,18,12,10,26,4,44,9.03N,38.42E,9.050,38.700,oumnh,OUMNH MNHUP NRHS MRACT
51,f,14,9,2,3,6,2,6,0,14,9.03N,38.42E,9.050,38.700,oumnh,OUMNH MNHUP NRHS MRACT
52,m,18,1,2,16,0,0,18,16,2,3.45N,8.48E,3.750,8.800,oumnh,OUMNH MNHUP NRHS MRACT
52,f,2,0,0,2,0,0,2,2,0,3.45N,8.48E,3.750,8.800,oumnh,OUMNH MNHUP NRHS MRACT
52,m,13,0,0,13,0,0,13,2,11,3.45N,8.48E,3.750,8.800,mnhnp,OUMNH MNHUP NRHS MRACT
52,f,6,0,0,6,0,0,6,0,6,3.45N,8.48E,3.750,8.800,mnhnp,OUMNH MNHUP NRHS MRACT
54,m,8,0,0,8,0,0,8,1,7,13.28N,16.39W,13.467,-16.650,oumnh,OUMNH MNHUP NRHS MRACT
54,f,4,0,0,4,0,0,4,0,4,13.28N,16.39W,13.467,-16.650,oumnh,OUMNH MNHUP NRHS MRACT
55,f,2,1,1,0,0,0,2,1,1,38.00N,23.44W,38.000,-23.733,oumnh,OUMNH MNHUP NRHS MRACT
56,m,42,42,0,0,0,0,42,0,42,18.34N,73.58E,18.567,73.967,oumnh,OUMNH MNHUP NRHS MRACT
56,f,30,30,0,0,0,0,30,0,30,18.34N,73.58E,18.567,73.967,oumnh,OUMNH MNHUP NRHS MRACT
57,m,4,4,0,0,0,0,4,0,4,28.40N,77.14E,28.667,77.233,oumnh,OUMNH MNHUP NRHS MRACT
57,f,2,2,0,0,0,0,2,0,2,28.40N,77.14E,28.667,77.233,oumnh,OUMNH MNHUP NRHS MRACT
58,m,1,1,0,0,0,0,1,0,1,20.26N,85.56E,20.433,85.933,oumnh,OUMNH MNHUP NRHS MRACT
59,m,1,1,0,0,0,0,1,0,1,25.37N,85.12E,25.617,85.200,oumnh,OUMNH MNHUP NRHS MRACT
60,m,12,10,1,1,0,0,12,0,12,17.22N,78.26E,17.367,78.433,oumnh,OUMNH MNHUP NRHS MRACT
60,f,8,8,0,0,0,0,8,0,8,17.22N,78.26E,17.367,78.433,oumnh,OUMNH MNHUP NRHS MRACT
61,m,10,9,1,0,0,0,10,0,10,13.05N,80.18E,13.083,80.300,oumnh,OUMNH MNHUP NRHS MRACT
61,f,7,7,0,0,0,0,7,0,7,13.05N,80.18E,13.083,80.300,oumnh,OUMNH MNHUP NRHS MRACT
61,m,4,4,0,0,0,0,4,0,4,13.05N,80.18E,13.083,80.300,nhrs,OUMNH MNHUP NRHS MRACT
61,f,1,1,0,0,0,0,1,0,1,13.05N,80.18E,13.083,80.300,nhrs,OUMNH MNHUP NRHS MRACT
62,m,9,9,0,0,0,0,9,1,8,22.30N,88.20E,22.500,88.333,oumnh,OUMNH MNHUP NRHS MRACT
62,f,5,5,0,0,0,0,5,0,5,22.30N,88.20E,22.500,88.333,oumnh,OUMNH MNHUP NRHS MRACT
62,m,1,1,0,0,0,0,1,0,1,22.03N,88.20E,22.050,88.333,nhrs,OUMNH MNHUP NRHS MRACT
63,f,3,0,0,3,0,0,3,0,3,16.54N,28.00W,16.900,-28.000,oumnh,OUMNH MNHUP NRHS MRACT
63,mf,5,0,NA,5,0,NA,5,NA,NA,16.54N,28.00W,16.900,-28.000,nhmukr,OUMNH MNHUP NRHS MRACT
64,m,12,12,0,0,0,0,12,0,12,33.56N,18.28E,33.933,18.467,oumnh,OUMNH MNHUP NRHS MRACT
64,f,21,21,0,0,0,0,21,0,21,33.56N,18.28E,33.933,18.467,oumnh,OUMNH MNHUP NRHS MRACT
64,m,2,2,0,0,0,0,2,2,0,33.56N,18.28E,33.933,18.467,mrcat,OUMNH MNHUP NRHS MRACT
64,f,3,3,0,0,0,0,3,3,0,33.56N,18.28E,33.933,18.467,mrcat,OUMNH MNHUP NRHS MRACT
65,m,1,1,0,0,0,0,1,0,1,33.20N,44.26E,33.333,44.433,oumnh,OUMNH MNHUP NRHS MRACT
66,m,1,0,0,1,0,0,1,0,1,28.59N,50.50E,28.983,50.833,oumnh,OUMNH MNHUP NRHS MRACT
67,m,2,2,0,0,0,0,2,2,0,6.08S,106.45E,-6.133,106.750,oumnh,OUMNH MNHUP NRHS MRACT
67,f,4,4,0,0,0,0,4,4,0,6.08s,106.45E,-6.133,106.750,oumnh,OUMNH MNHUP NRHS MRACT
67,m,24,24,0,0,0,0,24,24,0,6.08S,106.45E,-6.133,106.750,mnhnp,OUMNH MNHUP NRHS MRACT
67,f,9,9,0,0,0,0,9,9,0,6.08S,106.45E,-6.133,106.750,mnhnp,OUMNH MNHUP NRHS MRACT
67,m,2,2,0,0,0,0,2,2,0,6.08S,106.45E,-6.133,106.750,nhrs,OUMNH MNHUP NRHS MRACT
67,f,6,6,0,0,0,0,6,6,0,6.08S,106.45E,-6.133,106.750,nhrs,OUMNH MNHUP NRHS MRACT
68,m,1,1,0,0,0,0,1,1,0,7.00S,115.0E,-7.000,115.000,oumnh,OUMNH MNHUP NRHS MRACT
69,m,5,0,0,5,0,0,5,5,0,6.20N,10.46W,6.333,-10.767,oumnh,OUMNH MNHUP NRHS MRACT
69,f,2,0,0,2,0,0,2,2,0,6.20N,10.46W,6.333,-10.767,oumnh,OUMNH MNHUP NRHS MRACT
70,m,46,24,14,8,6,1,39,14,32,0.08S,34.47E,-0.133,34.783,oumnh,OUMNH MNHUP NRHS MRACT
70,f,19,9,7,3,4,1,14,6,13,0.08S,34.47E,-0.133,34.783,oumnh,OUMNH MNHUP NRHS MRACT
71,m,1,1,0,0,0,0,1,1,0,8.29S,116.40E,-8.483,116.667,oumnh,OUMNH MNHUP NRHS MRACT
71,f,1,1,0,0,0,0,1,1,0,8.29s,116.40E,-8.483,116.667,oumnh,OUMNH MNHUP NRHS MRACT
71,m,1,1,0,0,0,0,1,1,0,8.29S,116.40E,-8.483,116.667,mnhnp,OUMNH MNHUP NRHS MRACT
71,f,1,1,0,0,0,0,1,1,0,8.29S,116.40E,-8.483,116.667,mnhnp,OUMNH MNHUP NRHS MRACT
71,m,1,1,0,0,0,0,1,1,0,8.29S,116.40E,-8.483,116.667,nhrs,OUMNH MNHUP NRHS MRACT
71,f,2,2,0,0,0,0,2,2,0,8.29S,116.40E,-8.483,116.667,nhrs,OUMNH MNHUP NRHS MRACT
72,m,4,4,0,0,0,0,4,4,0,20.15S,57.30E,-20.250,57.500,oumnh,OUMNH MNHUP NRHS MRACT
72,f,3,3,0,0,0,0,3,3,0,20.15S,57.30E,-20.250,57.500,oumnh,OUMNH MNHUP NRHS MRACT
72,m,64,61,3,0,0,0,64,29,35,20.15S,57.30E,-20.250,57.500,mnhnp,OUMNH MNHUP NRHS MRACT
72,f,27,26,1,0,0,0,27,22,5,20.15S,57.30E,-20.250,57.500,mnhnp,OUMNH MNHUP NRHS MRACT
